Ticker,TradeId,EntryDate,ExitDate,EntryPrice,ExitPrice,HoldingDays,PnL_pct
^NSEI,1,2009-04-02,2009-04-08,3211.05,3181.116666666667,3,-0.932197671581987
^NSEI,2,2009-04-15,2009-06-18,3484.15,4270.776203419045,45,22.577277195845312
^NSEI,3,2009-07-20,2009-10-27,4502.25,4896.233796636262,67,8.750820070770438
^NSEI,4,2009-11-23,2010-01-22,5103.55,5067.870052271218,42,-0.6991201757361499
^NSEI,5,2010-03-08,2010-05-04,5124.0,5143.775693371709,39,0.3859424935930751
^NSEI,6,2010-06-21,2010-10-29,5353.3,5942.470676779656,94,11.005747422704797
^NSEI,7,2010-12-30,2011-01-10,6101.85,5865.4338958003,8,-3.8744987864287124
^NSEI,8,2011-04-04,2011-04-11,5908.45,5816.053333333333,6,-1.5638055101873847
^NSEI,9,2011-06-30,2011-07-01,5647.4,5643.522,2,-0.06866876792859904
^NSEI,10,2011-07-07,2011-07-11,5728.95,5634.833666666667,3,-1.6428199466452402
^NSEI,11,2012-01-24,2012-01-30,5127.35,5097.178000000001,4,-0.5884521243917339
^NSEI,12,2012-02-01,2012-02-27,5235.7,5271.072921719034,18,0.6756101709233514
^NSEI,13,2012-06-29,2012-07-23,5278.9,5128.687333333333,17,-2.845529687371732
^NSEI,14,2012-08-14,2012-09-05,5380.35,5219.358333333334,14,-2.99221550023078
^NSEI,15,2012-09-14,2012-10-05,5577.65,5490.269575311931,14,-1.5666172077500213
^NSEI,16,2012-11-07,2013-02-15,5760.1,5861.837853024561,68,1.7662515064766329
^NSEI,17,2013-04-22,2013-06-05,5834.4,5892.202103842022,31,0.9907120499455302
^NSEI,18,2013-07-23,2013-07-26,6077.8,5887.479666666666,4,-3.131401713339268
^NSEI,19,2013-09-10,2013-09-16,5896.75,5799.551333333334,5,-1.648343013807033
^NSEI,20,2013-09-19,2013-09-30,6115.55,5798.372666666667,8,-5.18640732776828
^NSEI,21,2013-10-18,2013-11-12,6189.35,6019.645638472747,17,-2.741876958440761
^NSEI,22,2013-12-09,2014-01-28,6363.9,6095.819369069478,35,-4.212521110176491
^NSEI,23,2014-03-04,2014-07-14,6297.95,7445.53939303973,89,18.22163391325321
