Ticker,TradeId,EntryDate,ExitDate,EntryPrice,ExitPrice,HoldingDays,PnL_pct
NSE_ENERGY,1,2012-01-27,2012-01-30,7931.45,7817.163333333333,2,-1.4409303048833044
NSE_ENERGY,2,2012-02-02,2012-02-27,7993.4,7887.418074414745,17,-1.3258679108421252
NSE_ENERGY,3,2012-06-29,2012-07-06,7543.5,7491.1523333333325,6,-0.6939440136099617
NSE_ENERGY,4,2012-08-06,2012-10-30,7765.2,7792.621181393265,56,0.3531291066973834
NSE_ENERGY,5,2012-12-04,2013-02-08,7896.85,8224.948695323119,48,4.154804704700211
NSE_ENERGY,6,2013-04-25,2013-04-26,8027.5,7966.064,2,-0.7653192151977539
NSE_ENERGY,7,2013-05-16,2013-05-22,8193.15,7961.875666666668,5,-2.8227767504968413
NSE_ENERGY,8,2013-07-01,2013-07-03,8153.8,7959.756666666667,3,-2.3797902000703113
NSE_ENERGY,9,2013-07-18,2013-07-26,8238.2,7982.763999999999,7,-3.1006287781311634
NSE_ENERGY,10,2013-09-19,2013-09-23,7988.25,7799.463000000002,3,-2.3633086095202134
NSE_ENERGY,11,2013-10-31,2013-11-11,8100.05,7772.689,7,-4.041468879821728
NSE_ENERGY,12,2013-12-09,2013-12-13,8074.95,7768.602,5,-3.793806772797354
NSE_ENERGY,13,2014-03-06,2014-06-19,7686.75,9875.941339647017,70,28.480064261840404
NSE_ENERGY,14,2014-09-02,2014-09-16,9880.2,9485.201909029647,11,-3.997875457686621
NSE_ENERGY,15,2015-06-18,2015-08-04,8792.4,8648.555065551553,34,-1.636014449393192
NSE_ENERGY,16,2015-11-26,2015-11-27,8324.75,8283.391333333333,2,-0.49681572019180126
NSE_ENERGY,17,2015-12-23,2016-01-18,8458.45,8325.153953847876,18,-1.5758921096906076
NSE_ENERGY,18,2016-03-21,2016-05-05,8349.95,8285.107120263694,29,-0.7765660840640567
NSE_ENERGY,19,2016-06-09,2016-11-04,8546.25,9732.692416600992,100,13.882608355723178
NSE_ENERGY,20,2016-12-08,2017-05-19,10066.9,11791.88578566171,111,17.13522321332
NSE_ENERGY,21,2017-07-07,2017-09-27,12055.75,12855.58533743569,57,6.634471828261952
NSE_ENERGY,22,2017-10-18,2017-11-13,14093.85,13763.12532026892,18,-2.3465886165318914
NSE_ENERGY,23,2018-01-23,2018-02-02,14596.75,13917.162118010323,8,-4.655747902715858
NSE_ENERGY,24,2018-04-27,2018-04-30,14030.45,13882.615,2,-1.0536725479225608
NSE_ENERGY,25,2018-07-12,2018-09-05,14165.9,15367.659526835183,38,8.483467530020567
NSE_ENERGY,26,2019-01-18,2019-01-30,14607.5,14502.271666666667,9,-0.7203719550459186
NSE_ENERGY,27,2019-02-04,2019-02-14,15215.35,14607.976666666667,8,-3.9918459538119926
NSE_ENERGY,28,2019-03-11,2019-05-09,15770.95,15813.724809308967,38,0.2712253181258372
NSE_ENERGY,29,2019-06-03,2019-07-08,16760.15,15651.14103536083,25,-6.61693937488132
NSE_ENERGY,30,2019-09-30,2019-10-01,15501.6,15484.009666666665,2,-0.11347430802843168
NSE_ENERGY,31,2019-10-16,2019-12-10,15833.35,15682.743386360167,37,-0.9511986638319312
NSE_ENERGY,32,2020-06-19,2020-07-16,14535.25,14130.589490431264,20,-2.783994149180341
NSE_ENERGY,33,2020-07-21,2020-09-07,15457.35,15305.481551364357,35,-0.9824999022189658
NSE_ENERGY,34,2020-11-23,2020-12-21,16405.55,16380.601348180555,20,-0.15207446150506643
NSE_ENERGY,35,2021-01-14,2021-01-25,17669.4,16742.39076580965,7,-5.246410371548275
NSE_ENERGY,36,2021-02-11,2021-03-18,17945.9,18340.088081893515,23,2.196535598067042
NSE_ENERGY,37,2021-05-10,2021-07-02,18590.05,19677.43943666821,35,5.849308832779959
NSE_ENERGY,38,2021-08-27,2021-10-29,19942.45,23248.154937308907,44,16.576222767558182
NSE_ENERGY,39,2022-01-11,2022-02-15,24003.3,23771.09709258172,25,-0.9673790996166328
NSE_ENERGY,40,2022-03-23,2022-05-10,25569.75,27313.53665258364,32,6.819725075855805
NSE_ENERGY,41,2022-07-29,2022-09-23,26018.4,26913.597300611338,38,3.440631632273071
NSE_ENERGY,42,2022-11-07,2022-11-18,27102.35,26357.203666666668,9,-2.7493790513860623
NSE_ENERGY,43,2022-11-30,2022-12-12,27354.0,26157.788666666667,9,-4.373076454388143
NSE_ENERGY,44,2023-06-14,2023-06-26,24638.6,24255.839666666663,9,-1.553498710695151
NSE_ENERGY,45,2023-07-03,2023-10-09,25020.9,26390.113049778098,68,5.472277375226695
NSE_ENERGY,46,2023-11-08,2024-03-13,27622.85,38359.389330282465,83,38.868325789273975
NSE_ENERGY,47,2024-05-02,2024-05-09,40801.1,38826.191512939324,6,-4.8403314789568785
NSE_ENERGY,48,2024-05-22,2024-06-04,41331.55,39880.00268022981,10,-3.5119595557635606
NSE_ENERGY,49,2024-07-05,2024-07-23,42523.9,41015.07149633261,12,-3.54818937977794
NSE_ENERGY,50,2024-07-30,2024-09-09,43908.35,41924.40998173359,29,-4.51836613825482
NSE_ENERGY,51,2024-09-25,2024-10-04,44064.7,42171.28933124608,7,-4.296887687318686
NSE_ENERGY,52,2025-06-10,2025-07-25,36515.25,35280.18745213901,34,-3.3823198468064364
NSE_ENERGY,53,2025-09-19,2025-11-24,35745.75,35404.96666666667,44,-0.9533534289624161
NSE_ENERGY,54,2026-01-02,2026-01-08,36275.65,35449.87666666666,5,-2.2763846639090906
