Date,Open,High,Low,Close,Volume,SMA150,DonchianLow15,ATR14,StopLoss,MA30,DonchianHigh20,DonchianHigh20_prev,BuyCall,EntryPrice,StopLoss_Entry
2023-12-05,354.1,368.59,354.1,358.93,503045,,331.68,21.55,327.7,,418.36,418.36,0,,
2023-12-06,359.23,361.57,344.78,347.22,349922,,331.68,21.21,320.38,,418.36,418.36,0,,
2023-12-07,347.37,351.16,340.0,348.77,251113,,331.68,20.49,321.85,,418.36,418.36,0,,
2023-12-08,350.61,352.15,334.77,338.2,907573,,331.68,20.27,315.19,,418.36,418.36,0,,
2023-12-11,340.05,340.2,329.74,331.53,248256,,329.74,19.57,310.7,,413.48,418.36,0,,
2023-12-12,331.78,337.76,318.33,320.92,515490,,318.33,19.56,300.06,,413.48,413.48,0,,
2023-12-13,318.83,347.42,318.83,341.94,2174828,,318.33,20.2,313.19,,405.41,413.48,0,,
2023-12-14,344.73,351.71,330.68,332.58,1234411,,318.33,20.26,307.12,371.39,399.73,405.41,0,,
2023-12-15,333.77,349.66,331.38,345.93,867123,,318.33,20.12,315.82,369.2,399.73,399.73,0,,
2023-12-18,347.22,357.48,343.78,351.21,510338,,318.33,19.66,319.53,367.39,399.73,399.73,0,,
2023-12-19,353.7,372.08,350.86,360.67,1235687,,318.33,19.77,325.56,366.46,399.73,399.73,0,,
2023-12-20,362.57,370.59,346.97,353.25,622099,,318.33,20.05,320.59,365.53,390.56,399.73,0,,
2023-12-21,354.69,359.28,345.78,357.33,334004,,318.33,19.58,323.53,364.77,384.58,390.56,0,,
2023-12-22,359.68,366.65,353.25,359.97,469041,,318.33,19.14,325.53,363.31,382.89,384.58,0,,
